"complete_sentence","question_text","english_translation","hint","alternate_correct_responses","option_a","option_b","option_c","option_d","correct_option","cefr_level","topic","explanation","resource"
"Quando vedo Luca, glielo dirò.","Quando vedo Luca, ___ dirò.","When I see Luca, I will tell him about it.","","","lo te","te lo","glielo","gli lo","C","A2","Pronomi Combinati","The combined pronoun 'glielo' is the correct form. It is a combination of the indirect object pronoun 'gli' (to him) and the direct object pronoun 'lo' (it, referring to the thing being told). The 'gli' changes to 'glie' before the direct object pronoun 'lo'.","https://www.lawlessitalian.com/grammar/pronouns/combined-pronouns/"
"C'è qualcuno alla porta?","C'è ___ alla porta?","Is there someone at the door?","","","qualche","qualcuno","nessuno","alcuni","B","A2","Aggettivi e Pronomi Indefiniti","'Qualcuno' is an indefinite pronoun used for 'someone' or 'somebody'. Unlike 'qualche', it is a pronoun and can stand on its own as the subject of the sentence. 'Nessuno' would mean 'no one', and 'alcuni' is plural.","https://www.lawlessitalian.com/grammar/indefinite-adjectives-and-pronouns/"
"I ragazzi stanno ascoltando la musica.","I ragazzi ___ ascoltando la musica.","The boys are listening to music.","","","stiamo","state","stanno","sto","C","A2","Stare + Gerundio","The present progressive in Italian is formed with 'stare' + the gerund. Since the subject 'i ragazzi' (the boys) is third-person plural, the correct conjugation of 'stare' is 'stanno'.","https://www.lawlessitalian.com/grammar/verbs/stare-gerund/"
"Sono molto stanco perché ho lavorato fino a tardi ieri.","___ molto stanco perché ho lavorato fino a tardi ieri.","I am very tired because I worked late yesterday.","","","Sei","Sono","È","Siamo","B","A2","Verbo Essere e Presente Indicativo","The verb 'essere' (to be) is used here. Since the subject is 'io' (I), the correct first-person singular conjugation is 'sono'. The adjective 'stanco' (tired) also agrees with a male speaker.","https://www.lawlessitalian.com/grammar/verbs/essere-conjugations/"
"Vado a scuola con la bicicletta tutti i giorni.","Vado a scuola ___ la bicicletta tutti i giorni.","I go to school by bicycle every day.","","","di","con","per","su","B","A2","Preposizioni Semplici","The preposition 'con' indicates the means of transportation or accompaniment. 'Con la bicicletta' means 'by bicycle'.","https://www.lawlessitalian.com/grammar/prepositions"
"Il treno parte da Milano alle otto di mattina.","Il treno parte ___ Milano alle otto di mattina.","The train leaves from Milan at eight in the morning.","","","di","a","da","in","C","A2","Preposizioni Semplici","The preposition 'da' indicates the point of departure or origin. 'Partire da' means 'to leave from'.","https://www.lawlessitalian.com/grammar/prepositions"
"I ragazzi stanno giocando nel parco vicino casa.","I ragazzi ___ giocando nel parco vicino casa.","The boys are playing in the park near home.","","","sono","hanno","stanno","vanno","C","A2","Stare + Gerundio","The present progressive is formed with 'stare' + gerund. Third person plural of 'stare' is 'stanno'.","https://www.lawlessitalian.com/grammar/present-progressive"
"Vorrei un caffè e un cornetto, per favore.","___ un caffè e un cornetto, per favore.","I would like a coffee and a croissant, please.","","","Voglio","Volevo","Vorrei","Vorrò","C","A2","Condizionale Presente","The conditional 'vorrei' (I would like) is the polite form for making requests, more courteous than 'voglio' (I want).","https://www.lawlessitalian.com/grammar/conditional"
"In Italia si beve molto caffè durante il giorno.","In Italia ___ beve molto caffè durante il giorno.","In Italy people drink a lot of coffee during the day.","","","ci","si","ne","vi","B","A2","Si Impersonale","The impersonal 'si' expresses general statements about what people do, equivalent to 'one' or 'people' in English.","https://www.lawlessitalian.com/grammar/impersonal-si"
"Si vedono molte stelle nel cielo questa sera.","___ vedono molte stelle nel cielo questa sera.","Many stars can be seen in the sky this evening.","","","Ti","Si","Ci","Vi","B","A2","Si Impersonale","With plural nouns, the impersonal 'si' takes plural verb agreement. 'Si vedono' means 'can be seen/are visible'.","https://www.lawlessitalian.com/grammar/impersonal-si"
"Non si può fumare in questo locale.","Non ___ può fumare in questo locale.","One cannot smoke in this establishment.","","","ti","ci","si","vi","C","A2","Si Impersonale","The construction 'si può' means 'one can' or 'it is possible'. 'Non si può' expresses prohibition or impossibility.","https://www.lawlessitalian.com/grammar/impersonal-si"
"I miei genitori sono molto gentili e pazienti.","I miei genitori ___ molto gentili e pazienti.","My parents are very kind and patient.","","","è","sono","hanno","fanno","B","A2","Verbo Essere e Presente Indicativo","The verb 'essere' (to be) is used to describe characteristics. Third person plural form is 'sono'.","https://www.lawlessitalian.com/grammar/essere"
"Dottore, mi dica qual è il problema.","Dottore, mi ___ qual è il problema.","Doctor, tell me what the problem is.","formal","","di'","dica","dite","dicono","B","A2","Imperativo Formale","The formal imperative (Lei form) of 'dire' is 'dica'. Used when addressing someone formally like a doctor.","https://www.lawlessitalian.com/grammar/imperative"
"Si parla italiano in questa classe.","___ parla italiano in questa classe.","Italian is spoken in this class.","","","Si","Ci","Ne","Lo","A","A2","Si Impersonale","Si impersonale is used to express general actions without specifying who performs them. 'Si parla' means 'one speaks' or 'is spoken'.","https://www.lawlessitalian.com/grammar/si-impersonale/"
"Ci vogliono tre ore per arrivare a Roma.","Ci ___ tre ore per arrivare a Roma.","It takes three hours to get to Rome.","","","vogliono","vuole","mettono","mette","A","A2","Volerci vs. Metterci","Volerci is impersonal and means 'to be needed/to take (time)'. With plural subjects like 'tre ore', use 'vogliono'.","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"Vado dal medico ogni mese.","Vado ___ medico ogni mese.","I go to the doctor every month.","","","dal","al","nel","sul","A","A2","Preposizioni Semplici","Use 'da' + article when going to a professional person (dal medico, dal dentista). 'Dal' is the contraction of 'da + il'.","https://www.lawlessitalian.com/grammar/prepositions/"
"Qualcuno ha telefonato mentre eri fuori.","___ ha telefonato mentre eri fuori.","Someone called while you were out.","","","Qualcuno","Qualche","Alcuni","Ogni","A","A2","Aggettivi e Pronomi Indefiniti","Qualcuno means 'someone' and is an indefinite pronoun used for unspecified people.","https://www.lawlessitalian.com/grammar/indefinite-pronouns/"
"Si vendono appartamenti in centro.","Si ___ appartamenti in centro.","Apartments are sold in the center.","","","vendono","vende","comprano","compra","A","A2","Si Impersonale","With si impersonale and plural objects (appartamenti), the verb agrees with the plural: si vendono.","https://www.lawlessitalian.com/grammar/si-impersonale/"
"Ci metto mezz'ora per prepararmi.","Ci ___ mezz'ora per prepararmi.","I take half an hour to get ready.","first person","","metto","metti","vuole","voglio","A","A2","Volerci vs. Metterci","Metterci is personal and conjugates with the subject. 'Io ci metto' means 'I take (time)'.","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"Viaggio sempre in treno.","Viaggio sempre ___ treno.","I always travel by train.","","","in","con","sul","al","A","A2","Preposizioni Semplici","Use 'in' for means of transportation: in treno, in autobus, in aereo.","https://www.lawlessitalian.com/grammar/prepositions/"
"Quanto tempo ci vuole per cuocere la pasta?","Quanto tempo ci ___ per cuocere la pasta?","How long does it take to cook the pasta?","","","vuole","vogliono","mette","mettono","A","A2","Volerci vs. Metterci","Volerci with singular 'tempo' takes the singular form 'vuole'. Ci vuole tempo = it takes time.","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"Si lavora dalle nove alle cinque.","Write: One works from nine to five.","One works from nine to five.","","Si lavora dalle 9 alle 5","Si lavora dalle nove alle cinque.","Uno lavora dalle nove alle cinque.","Si lavorano dalle nove alle cinque.","Ci lavora dalle nove alle cinque.","A","A2","Si Impersonale","Si impersonale expresses general statements. 'Si lavora' means 'one works' or 'people work'.","https://www.lawlessitalian.com/grammar/si-impersonale/"
"Loro sono i miei migliori amici.","Loro ___ i miei migliori amici.","They are my best friends.","","","sono","hanno","fanno","stanno","A","A2","Verbo Essere e Presente Indicativo","Essere is used to identify or define someone, with the third person plural form 'sono'.","https://www.lawlessitalian.com/grammar/essere/"
"Noi siamo pronti per la partenza.","Noi ___ pronti per la partenza.","We are ready for departure.","","","siamo","abbiamo","stiamo","facciamo","A","A2","Verbo Essere e Presente Indicativo","Essere is used with adjectives like 'pronti' to describe states or conditions, with the first person plural form 'siamo'.","https://www.lawlessitalian.com/grammar/essere/"
"La persona che parla è molto simpatica.","La persona ___ parla è molto simpatica.","The person who is speaking is very nice.","","","che","cui","quale","chi","A","A2","Pronomi Relativi","The relative pronoun 'che' is used as subject or direct object to connect clauses, meaning 'who', 'which', or 'that'.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Il libro di cui parliamo è molto interessante.","Il libro di ___ parliamo è molto interessante.","The book we are talking about is very interesting.","","","cui","che","quale","chi","A","A2","Pronomi Relativi","The relative pronoun 'cui' is used after prepositions like 'di', 'a', 'con', etc., meaning 'which' or 'whom'.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Vado in palestra con i miei amici.","Vado in palestra ___ i miei amici.","I go to the gym with my friends.","","","con","per","da","di","A","A2","Preposizioni Semplici","The preposition 'con' means 'with' and indicates accompaniment or company.","https://www.lawlessitalian.com/grammar/prepositions/"
"Signora, venga qui, per favore.","Signora, ___ qui, per favore.","Madam, come here, please.","formal","","venga","vieni","viene","venite","A","A2","Imperativo Formale","The formal imperative (Lei form) uses the present subjunctive form. 'Venga' is the formal imperative of 'venire'.","https://www.lawlessitalian.com/grammar/imperative/"
"Scusami, potresti ripetere la domanda?","Scusami, ___ ripetere la domanda?","Excuse me, could you repeat the question?","","","potresti","puoi","potevi","potrai","A","A2","Condizionale Presente","The conditional present 'potresti' is used for polite requests, more courteous than the present indicative 'puoi'.","https://www.lawlessitalian.com/grammar/conditional-present/"
"Per fare questo dolce ci vuole un'ora.","Per fare questo dolce ___ vuole un'ora.","It takes an hour to make this dessert.","","","ci","si","ne","mi","A","A2","Volerci vs. Metterci","Volerci (ci vuole/ci vogliono) expresses impersonal time or necessity - how long something takes in general.","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"Ci vogliono tre giorni per dipingere tutta la casa.","___ tre giorni per dipingere tutta la casa.","It takes three days to paint the whole house.","","","Ci vuole","Ci vogliono","Ci mette","Ci mettiamo","B","A2","Volerci vs. Metterci","The impersonal verb 'volerci' is used to express the time needed for something. The form must agree with the plural subject 'tre giorni', so 'ci vogliono' is correct.","https://www.lawlessitalian.com/grammar/verbs/volerci-vs-metterci/"
